codePostaux;codeCommune;nomCommune;libelleAcheminement;Id
77480;77187;Fontaine-Fourches;FONTAINE-FOURCHES;27197
77590;77188;Fontaine-le-Port;FONTAINE-LE-PORT;27198
77370;77190;Fontains;FONTAINS;27199
77370;77191;Fontenailles;FONTENAILLES;27200
77610;77192;Fontenay-Trésigny;FONTENAY-TRESIGNY;27201
77165;77193;Forfry;FORFRY;27202
77130;77194;Forges;FORGES;27203
77390;77195;Fouju;FOUJU;27204
77410;77196;Fresnes-sur-Marne;FRESNES-SUR-MARNE;27205
77320;77197;Frétoy;FRETOY;27206
77760;77198;Fromont;FROMONT;27207
77470;77199;Fublaines;FUBLAINES;27208
77890;77200;Garentreville;GARENTREVILLE;27209
77370;77201;Gastins;GASTINS;27210
77690;77202;La Genevraye;GENEVRAYE (LA);27211
77910;77203;Germigny-l'Évêque;GERMIGNY-L EVEQUE;27212
77840;77204;Germigny-sous-Coulombs;GERMIGNY-SOUS-COULOMBS;27213
77165;77205;Gesvres-le-Chapitre;GESVRES-LE-CHAPITRE;27214
77120;77206;Giremoutiers;GIREMOUTIERS;27215
77890;77207;Gironville;GIRONVILLE;27216
77114;77208;Gouaix;GOUAIX;27217
77400;77209;Gouvernes;GOUVERNES;27218
77130;77210;La Grande-Paroisse;GRANDE-PAROISSE (LA);27219
77720;77211;Grandpuits-Bailly-Carrois;GRANDPUITS BAILLY CARROIS;27220
77118;77212;Gravon;GRAVON;27221
77410;77214;Gressy;GRESSY;27222
77220;77215;Gretz-Armainvilliers;GRETZ ARMAINVILLIERS;27223
77880;77216;Grez-sur-Loing;GREZ-SUR-LOING;27224
77166;77217;Grisy-Suisnes;GRISY-SUISNES;27225
77480;77218;Grisy-sur-Seine;GRISY-SUR-SEINE;27226
77580;77219;Guérard;GUERARD;27227
77760;77220;Guercheville;GUERCHEVILLE;27228
77600;77221;Guermantes;GUERMANTES;27229
77390;77222;Guignes;GUIGNES;27230
77520;77223;Gurcy-le-Châtel;GURCY-LE-CHATEL;27231
77515;77224;Hautefeuille;HAUTEFEUILLE;27232
77580;77225;La Haute-Maison;LA HAUTE-MAISON;27233
77850;77226;Héricy;HERICY;27234
77114;77227;Hermé;HERME;27235
77510;77228;Hondevilliers;HONDEVILLIERS;27236
77610;77229;La Houssaye-en-Brie;HOUSSAYE-EN-BRIE (LA);27237
77890;77230;Ichy;ICHY;27238
77440;77231;Isles-les-Meldeuses;ISLES-LES-MELDEUSES;27239
77450;77232;Isles-lès-Villenoy;ISLES-LES-VILLENOY;27240
77165;77233;Iverny;IVERNY;27241
77450;77234;Jablines;JABLINES;27242
77440;77235;Jaignes;JAIGNES;27243
77480;77236;Jaulnes;JAULNES;27244
77600;77237;Jossigny;JOSSIGNY;27245
77640;77238;Jouarre;JOUARRE;27246
77970;77239;Jouy-le-Châtel;JOUY-LE-CHATEL;27247
77320;77240;Jouy-sur-Morin;JOUY-SUR-MORIN;27248
77230;77241;Juilly;JUILLY;27249
77650;77242;Jutigny;JUTIGNY;27250
77400;77243;Lagny-sur-Marne;LAGNY-SUR-MARNE;27251
77760;77244;Larchant;LARCHANT;27252
77148;77245;Laval-en-Brie;LAVAL-EN-BRIE;27253
77171;77246;Léchelle;LECHELLE;27254
77320;77247;Lescherolles;LESCHEROLLES;27255
77450;77248;Lesches;LESCHES;27256
77150;77249;Lésigny;LESIGNY;27257
77320;77250;Leudon-en-Brie;LEUDON-EN-BRIE;27258
77127;77251;Lieusaint;LIEUSAINT;27259
77550;77252;Limoges-Fourches;LIMOGES-FOURCHES;27260
77550;77253;Lissy;LISSY;27261
77220;77254;Liverdy-en-Brie;LIVERDY-EN-BRIE;27262
77000;77255;Livry-sur-Seine;LIVRY-SUR-SEINE;27263
77650;77256;Lizines;LIZINES;27264
77440;77257;Lizy-sur-Ourcq;LIZY-SUR-OURCQ;27265
77185;77258;Lognes;LOGNES;27266
77230;77259;Longperrier;LONGPERRIER;27267
77650;77260;Longueville;LONGUEVILLE;27268
77710;77261;Lorrez-le-Bocage-Préaux;LORREZ LE BOCAGE PREAUX;27269
77560;77262;Louan-Villegruis-Fontaine;LOUAN VILLEGRUIS FONTAINE;27270
77520;77263;Luisetaines;LUISETAINES;27271
77540;77264;Lumigny-Nesles-Ormeaux;LUMIGNY NESLES ORMEAUX;27272
77138;77265;Luzancy;LUZANCY;27273
77133;77266;Machault;MACHAULT;27274
77570;77267;La Madeleine-sur-Loing;MADELEINE-SUR-LOING (LA);27275
77700;77268;Magny-le-Hongre;MAGNY-LE-HONGRE;27276
77950;77269;Maincy;MAINCY;27277
77580;77270;Maisoncelles-en-Brie;MAISONCELLES-EN-BRIE;27278
77570;77271;Maisoncelles-en-Gâtinais;MAISONCELLES-EN-GATINAIS;27279
77370;77272;Maison-Rouge;MAISON-ROUGE;27280
77230;77273;Marchémoret;MARCHEMORET;27281
77139;77274;Marcilly;MARCILLY;27282
77560;77275;Les Marêts;MARETS (LES);27283
77100;77276;Mareuil-lès-Meaux;MAREUIL-LES-MEAUX;27284
77610;77277;Marles-en-Brie;MARLES-EN-BRIE;27285
77120;77278;Marolles-en-Brie;MAROLLES-EN-BRIE;27286
77130;77279;Marolles-sur-Seine;MAROLLES-SUR-SEINE;27287
77440;77280;Mary-sur-Marne;MARY-SUR-MARNE;27288
77120;77281;Mauperthuis;MAUPERTHUIS;27289
77990;77282;Mauregard;MAUREGARD;27290
77145;77283;May-en-Multien;MAY-EN-MULTIEN;27291
77100;77284;Meaux;MEAUX;27292
77350;77285;Le Mée-sur-Seine;LE MEE SUR SEINE;27293
77520;77286;Meigneux;MEIGNEUX;27294
77320;77287;Meilleray;MEILLERAY;27295
77000;77288;Melun;MELUN;27296
77171;77289;Melz-sur-Seine;MELZ-SUR-SEINE;27297
77730;77290;Méry-sur-Marne;MERY-SUR-MARNE;27298
77990;77291;Le Mesnil-Amelot;LE MESNIL-AMELOT;27299
77410;77292;Messy;MESSY;27300
77130;77293;Misy-sur-Yonne;MISY-SUR-YONNE;27301
77290;77294;Mitry-Mory;MITRY MORY;27302
77950;77295;Moisenay;MOISENAY;27303
77550;77296;Moissy-Cramayel;MOISSY-CRAMAYEL;27304
77570;77297;Mondreville;MONDREVILLE;27305
77520;77298;Mons-en-Montois;MONS-EN-MONTOIS;27306
77470;77300;Montceaux-lès-Meaux;MONTCEAUX LES MEAUX;27307
77151;77301;Montceaux-lès-Provins;MONTCEAUX-LES-PROVINS;27308
77140;77302;Montcourt-Fromonville;MONCOURT FROMONVILLE;27309
77320;77303;Montdauphin;MONTDAUPHIN;27310
77320;77304;Montenils;MONTENILS;27311
77130;77305;Montereau-Fault-Yonne;MONTEREAU FAULT YONNE;27312
77950;77306;Montereau-sur-le-Jard;MONTEREAU-SUR-LE-JARD;27313
77144;77307;Montévrain;MONTEVRAIN;27314
77230;77308;Montgé-en-Goële;MONTGE-EN-GOELE;27315
77122;77309;Monthyon;MONTHYON;27316
77480;77310;Montigny-le-Guesdier;MONTIGNY-LE-GUESDIER;27317
77520;77311;Montigny-Lencoup;MONTIGNY-LENCOUP;27318
77690;77312;Montigny-sur-Loing;MONTIGNY-SUR-LOING;27319
77940;77313;Montmachoux;MONTMACHOUX;27320
77320;77314;Montolivet;MONTOLIVET;27321
77450;77315;Montry;MONTRY;27322
77250;77316;Moret-Loing-et-Orvanne;MORET-LOING-ET-ORVANNE;27323
77720;77317;Mormant;MORMANT;27324
77163;77318;Mortcerf;MORTCERF;27325
77160;77319;Mortery;MORTERY;27326
77120;77320;Mouroux;MOUROUX;27327
77480;77321;Mousseaux-lès-Bray;MOUSSEAUX-LES-BRAY;27328
77230;77322;Moussy-le-Neuf;MOUSSY-LE-NEUF;27329
77230;77323;Moussy-le-Vieux;MOUSSY-LE-VIEUX;27330
77480;77325;Mouy-sur-Seine;MOUY-SUR-SEINE;27331
77176;77326;Nandy;NANDY;27332
77370;77327;Nangis;NANGIS;27333
77760;77328;Nanteau-sur-Essonne;NANTEAU-SUR-ESSONNE;27334
77710;77329;Nanteau-sur-Lunain;NANTEAU-SUR-LUNAIN;27335
77100;77330;Nanteuil-lès-Meaux;NANTEUIL-LES-MEAUX;27336
77730;77331;Nanteuil-sur-Marne;NANTEUIL-SUR-MARNE;27337
77230;77332;Nantouillet;NANTOUILLET;27338
77140;77333;Nemours;NEMOURS;27339
77124;77335;Chauconin-Neufmontiers;CHAUCONIN-NEUFMONTIERS;27340
77610;77336;Neufmoutiers-en-Brie;NEUFMOUTIERS-EN-BRIE;27341
77186;77337;Noisiel;NOISIEL;27342
77940;77338;Noisy-Rudignon;NOISY-RUDIGNON;27343
77123;77339;Noisy-sur-École;NOISY-SUR-ECOLE;27344
77140;77340;Nonville;NONVILLE;27345
77114;77341;Noyen-sur-Seine;NOYEN-SUR-SEINE;27346
77890;77342;Obsonville;OBSONVILLE;27347
77440;77343;Ocquerre;OCQUERRE;27348
77178;77344;Oissery;OISSERY;27349
77750;77345;Orly-sur-Morin;ORLY-SUR-MORIN;27350
77134;77347;Les Ormes-sur-Voulzie;ORMES-SUR-VOULZIE (LES);27351
77167;77348;Ormesson;ORMESSON;27352
77280;77349;Othis;OTHIS;27353
77330;77350;Ozoir-la-Ferrière;OZOIR LA FERRIERE;27354
77390;77352;Ozouer-le-Voulgis;OZOUER LE VOULGIS;27355
77710;77353;Paley;PALEY;27356
77830;77354;Pamfou;PAMFOU;27357
77520;77355;Paroy;PAROY;27358
77480;77356;Passy-sur-Seine;PASSY-SUR-SEINE;27359
77970;77357;Pécy;PECY;27360
77124;77358;Penchard;PENCHARD;27361
77930;77359;Perthes;PERTHES;27362
77131;77360;Pézarches;PEZARCHES;27363
77580;77361;Pierre-Levée;PIERRE-LEVEE;27364
77181;77363;Le Pin;LE PIN;27365
77165;77364;Le Plessis-aux-Bois;LE PLESSIS-AUX-BOIS;27366
77540;77365;Le Plessis-Feu-Aussoux;PLESSIS-FEU-AUSSOUS (LE);27367
77165;77366;Le Plessis-l'Évêque;LE PLESSIS-L EVEQUE;27368
77440;77367;Le Plessis-Placy;LE PLESSIS-PLACY;27369
77160;77368;Poigny;POIGNY;27370
77470;77369;Poincy;POINCY;27371
77167;77370;Poligny;POLIGNY;27372
77515;77371;Pommeuse;POMMEUSE;27373
77400;77372;Pomponne;POMPONNE;27374
77340;77373;Pontault-Combault;PONTAULT COMBAULT;27375
77135;77374;Pontcarré;PONTCARRE;27376
77410;77376;Précy-sur-Marne;PRECY-SUR-MARNE;27377
77220;77377;Presles-en-Brie;PRESLES-EN-BRIE;27378
77310;77378;Pringy;PRINGY;27379
77160;77379;Provins;PROVINS;27380
77139;77380;Puisieux;PUISIEUX;27381
77720;77381;Quiers;QUIERS;27382
77860;77382;Quincy-Voisins;QUINCY-VOISINS;27383
77370;77383;Rampillon;RAMPILLON;27384
77550;77384;Réau;REAU;27385
77510;77385;Rebais;REBAIS;27386
77760;77386;Recloses;RECLOSES;27387
77710;77387;Remauville;REMAUVILLE;27388
77260;77388;Reuil-en-Brie;REUIL-EN-BRIE;27389
77000;77389;La Rochette;ROCHETTE(LA);27390
77680;77390;Roissy-en-Brie;ROISSY EN BRIE;27391
77160;77391;Rouilly;ROUILLY;27392
77230;77392;Rouvres;ROUVRES;27393
77540;77393;Rozay-en-Brie;ROZAY-EN-BRIE;27394
77950;77394;Rubelles;RUBELLES;27395
77760;77395;Rumont;RUMONT;27396
77560;77396;Rupéreux;RUPEREUX;27397
77730;77397;Saâcy-sur-Marne;SAACY-SUR-MARNE;27398
77510;77398;Sablonnières;SABLONNIERES;27399
77515;77400;Saint-Augustin;SAINT-AUGUSTIN;27400
77260;77401;Sainte-Aulde;SAINTE-AULDE;27401
77320;77402;Saint-Barthélemy;SAINT-BARTHELEMY;27402
77160;77403;Saint-Brice;SAINT-BRICE;27403
77650;77404;Sainte-Colombe;SAINTE-COLOMBE;27404
77750;77405;Saint-Cyr-sur-Morin;SAINT-CYR-SUR-MORIN;27405
77510;77406;Saint-Denis-lès-Rebais;SAINT-DENIS-LES-REBAIS;27406
77310;77407;Saint-Fargeau-Ponthierry;SAINT FARGEAU PONTHIERRY;27407
77470;77408;Saint-Fiacre;SAINT-FIACRE;27408
77130;77409;Saint-Germain-Laval;SAINT-GERMAIN-LAVAL;27409
77950;77410;Saint-Germain-Laxis;SAINT-GERMAIN-LAXIS;27410
77169;77411;Saint-Germain-sous-Doue;SAINT-GERMAIN-SOUS-DOUE;27411
77930;77412;Saint-Germain-sur-École;SAINT-GERMAIN-SUR-ECOLE;27412
77860;77413;Saint-Germain-sur-Morin;SAINT-GERMAIN-SUR-MORIN;27413
77160;77414;Saint-Hilliers;SAINT-HILLIERS;27414
77660;77415;Saint-Jean-les-Deux-Jumeaux;SAINT JEAN LES DEUX JUMEAUX;27415
77370;77416;Saint-Just-en-Brie;SAINT-JUST-EN-BRIE;27416
77510;77417;Saint-Léger;SAINT-LEGER;27417
77650;77418;Saint-Loup-de-Naud;SAINT-LOUP-DE-NAUD;27418
77670;77419;Saint-Mammès;SAINT-MAMMES;27419
77230;77420;Saint-Mard;SAINT-MARD;27420
77320;77421;Saint-Mars-Vieux-Maisons;SAINT MARS VIEUX MAISONS;27421
77320;77423;Saint-Martin-des-Champs;SAINT-MARTIN-DES-CHAMPS;27422
77320;77424;Saint-Martin-du-Boschet;SAINT-MARTIN-DU-BOSCHET;27423
77630;77425;Saint-Martin-en-Bière;SAINT-MARTIN-EN-BIERE;27424
77720;77426;Saint-Méry;SAINT-MERY;27425
77410;77427;Saint-Mesmes;SAINT-MESMES;27426
77720;77428;Saint-Ouen-en-Brie;SAINT-OUEN-EN-BRIE;27427
77750;77429;Saint-Ouen-sur-Morin;SAINT-OUEN-SUR-MORIN;27428
77178;77430;Saint-Pathus;SAINT-PATHUS;27429
77140;77431;Saint-Pierre-lès-Nemours;SAINT-PIERRE-LES-NEMOURS;27430
77320;77432;Saint-Rémy-la-Vanne;ST REMY DE LA VANNE;27431
77120;77433;Beautheil-Saints;BEAUTHEIL-SAINTS;27432
77480;77434;Saint-Sauveur-lès-Bray;SAINT-SAUVEUR-LES-BRAY;27433
77930;77435;Saint-Sauveur-sur-École;SAINT-SAUVEUR-SUR-ECOLE;27434
77169;77436;Saint-Siméon;SAINT-SIMEON;27435
77165;77437;Saint-Soupplets;SAINT-SOUPPLETS;27436
77400;77438;Saint-Thibault-des-Vignes;SAINT THIBAULT DES VIGNES;27437
77148;77439;Salins;SALINS;27438
77260;77440;Sammeron;SAMMERON;27439
77920;77441;Samois-sur-Seine;SAMOIS SUR SEINE;27440
77210;77442;Samoreau;SAMOREAU;27441
77580;77443;Sancy;SANCY-LES-MEAUX;27442
77320;77444;Sancy-lès-Provins;SANCY LES PROVINS;27443
77176;77445;Savigny-le-Temple;SAVIGNY-LE-TEMPLE;27444
77650;77446;Savins;SAVINS;27445
77240;77447;Seine-Port;SEINE-PORT;27446
77260;77448;Sept-Sorts;SEPT-SORTS;27447
77700;77449;Serris;SERRIS;27448
77170;77450;Servon;SERVON;27449
77640;77451;Signy-Signets;SIGNY-SIGNETS;27450
77520;77452;Sigy;SIGY;27451
77115;77453;Sivry-Courtry;SIVRY-COURTRY;27452
77520;77454;Sognolles-en-Montois;SOGNOLLES-EN-MONTOIS;27453
77111;77455;Soignolles-en-Brie;SOIGNOLLES-EN-BRIE;27454
77650;77456;Soisy-Bouy;SOISY-BOUY;27455
77111;77457;Solers;SOLERS;27456
77460;77458;Souppes-sur-Loing;SOUPPES-SUR-LOING;27457
77171;77459;Sourdun;SOURDUN;27458
77440;77460;Tancrou;TANCROU;27459
77520;77461;Thénisy;THENISY;27460
77230;77462;Thieux;THIEUX;27461
77810;77463;Thomery;THOMERY;27462
77400;77464;Thorigny-sur-Marne;THORIGNY SUR MARNE;27463
77940;77465;Thoury-Férottes;THOURY FEROTTES;27464
77163;77466;Tigeaux;TIGEAUX;27465
77130;77467;La Tombe;TOMBE (LA);27466
77200;77468;Torcy;TORCY;27467
77131;77469;Touquin;TOUQUIN;27468
77220;77470;Tournan-en-Brie;TOURNAN-EN-BRIE;27469
77123;77471;Tousson;TOUSSON;27470
77510;77472;La Trétoire;TRETOIRE (LA);27471
77710;77473;Treuzy-Levelay;TREUZY-LEVELAY;27472
77450;77474;Trilbardou;TRILBARDOU;27473
77470;77475;Trilport;TRILPORT;27474
77440;77476;Trocy-en-Multien;TROCY-EN-MULTIEN;27475
77760;77477;Ury;URY;27476
77260;77478;Ussy-sur-Marne;USSY-SUR-MARNE;27477
77360;77479;Vaires-sur-Marne;VAIRES SUR MARNE;27478
77830;77480;Valence-en-Brie;VALENCE-EN-BRIE;27479
77370;77481;Vanvillé;VANVILLE;27480
77130;77482;Varennes-sur-Seine;VARENNES-SUR-SEINE;27481
77910;77483;Varreddes;VARREDDES;27482
77580;77484;Vaucourtois;VAUCOURTOIS;27483
77123;77485;Le Vaudoué;VAUDOUE (LE);27484
77141;77486;Vaudoy-en-Brie;VAUDOY-EN-BRIE;27485
77000;77487;Vaux-le-Pénil;VAUX-LE-PENIL;27486
77710;77489;Vaux-sur-Lunain;VAUX-SUR-LUNAIN;27487
77440;77490;Vendrest;VENDREST;27488
77510;77492;Verdelot;VERDELOT;27489
77390;77493;Verneuil-l'Étang;VERNEUIL-L ETANG;27490
77670;77494;Vernou-la-Celle-sur-Seine;VERNOU-LA-CELLE-SUR-SEIN;27491
77240;77495;Vert-Saint-Denis;VERT-SAINT-DENIS;27492
77370;77496;Vieux-Champagne;VIEUX-CHAMPAGNE;27493
77450;77498;Vignely;VIGNELY;27494
77710;77500;Villebéon;VILLEBEON;27495
77250;77501;Villecerf;VILLECERF;27496
77710;77504;Villemaréchal;VILLEMARECHAL;27497
77470;77505;Villemareuil;VILLEMAREUIL;27498
77250;77506;Villemer;VILLEMER;27499
77480;77507;Villenauxe-la-Petite;VILLENAUXE-LA-PETITE;27500
77174;77508;Villeneuve-le-Comte;VILLENEUVE-LE-COMTE;27501
77154;77509;Villeneuve-les-Bordes;VILLENEUVE-LES-BORDES;27502
77174;77510;Villeneuve-Saint-Denis;VILLENEUVE-SAINT-DENIS;27503
77230;77511;Villeneuve-sous-Dammartin;VILLENEUVE SOUS DAMMARTIN;27504
77510;77512;Villeneuve-sur-Bellot;VILLENEUVE-SUR-BELLOT;27505
77124;77513;Villenoy;VILLENOY;27506
77270;77514;Villeparisis;VILLEPARISIS;27507
77410;77515;Villeroy;VILLEROY;27508
77130;77516;Ville-Saint-Jacques;VILLE-SAINT-JACQUES;27509
77410;77517;Villevaudé;VILLEVAUDE;27510
77190;77518;Villiers-en-Bière;VILLIERS-EN-BIERE;27511
77560;77519;Villiers-Saint-Georges;VILLIERS-SAINT-GEORGES;27512
77760;77520;Villiers-sous-Grez;VILLIERS-SOUS-GREZ;27513
77580;77521;Villiers-sur-Morin;VILLIERS-SUR-MORIN;27514
77114;77522;Villiers-sur-Seine;VILLIERS-SUR-SEINE;27515
77480;77523;Villuis;VILLUIS;27516
77520;77524;Vimpelles;VIMPELLES;27517
77230;77525;Vinantes;VINANTES;27518
77139;77526;Vincy-Manœuvre;VINCY-MANOEUVRE;27519
77540;77527;Voinsles;VOINSLES;27520
77950;77528;Voisenon;VOISENON;27521
77580;77529;Voulangis;VOULANGIS;27522
77560;77530;Voulton;VOULTON;27523
77940;77531;Voulx;VOULX;27524
77160;77532;Vulaines-lès-Provins;VULAINES-LES-PROVINS;27525
77870;77533;Vulaines-sur-Seine;VULAINES-SUR-SEINE;27526
77390;77534;Yèbles;YEBLES;27527
78660;78003;Ablis;ABLIS;27528
78260;78005;Achères;ACHERES;27529
78113;78006;Adainville;ADAINVILLE;27530
78240;78007;Aigremont;AIGREMONT;27531
78660;78009;Allainville;ALLAINVILLE AUX BOIS;27532
78580;78010;Les Alluets-le-Roi;ALLUETS-LE-ROI (LES);27533
78770;78013;Andelu;ANDELU;27534
78570;78015;Andrésy;ANDRESY;27535
78260;78015;Andrésy;ANDRESY;27536
78780;78015;Andrésy;ANDRESY;27537
78790;78020;Arnouville-lès-Mantes;ARNOUVILLE-LES-MANTES;27538
78410;78029;Aubergenville;AUBERGENVILLE;27539
78610;78030;Auffargis;AUFFARGIS;27540
78930;78031;Auffreville-Brasseuil;AUFFREVILLE-BRASSEUIL;27541
78126;78033;Aulnay-sur-Mauldre;AULNAY-SUR-MAULDRE;27542
78770;78034;Auteuil;AUTEUIL-LE-ROI;27543
78770;78036;Autouillet;AUTOUILLET;27544
78870;78043;Bailly;BAILLY;27545
78550;78048;Bazainville;BAZAINVILLE;27546
78580;78049;Bazemont;BAZEMONT;27547
78490;78050;Bazoches-sur-Guyonne;BAZOCHES-SUR-GUYONNE;27548
78910;78053;Béhoust;BEHOUST;27549
78270;78057;Bennecourt;BENNECOURT;27550
78650;78062;Beynes;BEYNES;27551
78270;78068;Blaru;BLARU;27552
78930;78070;Boinville-en-Mantois;BOINVILLE-EN-MANTOIS;27553
78660;78071;Boinville-le-Gaillard;BOINVILLE-LE-GAILLARD;27554
78200;78072;Boinvilliers;BOINVILLIERS;27555
78390;78073;Bois-d'Arcy;BOIS D ARCY;27556
78910;78076;Boissets;BOISSETS;27557
78125;78077;La Boissière-École;BOISSIERE-ECOLE (LA);27558
78200;78082;Boissy-Mauvoisin;BOISSY-MAUVOISIN;27559
78490;78084;Boissy-sans-Avoir;BOISSY-SANS-AVOIR;27560
78830;78087;Bonnelles;BONNELLES;27561
78270;78089;Bonnières-sur-Seine;BONNIERES-SUR-SEINE;27562
78410;78090;Bouafle;BOUAFLE;27563
78130;78090;Bouafle;BOUAFLE;27564
78380;78092;Bougival;BOUGIVAL;27565
78113;78096;Bourdonné;BOURDONNE;27566
78930;78104;Breuil-Bois-Robert;BREUIL-BOIS-ROBERT;27567
78980;78107;Bréval;BREVAL;27568
78610;78108;Les Bréviaires;BREVIAIRES (LES);27569
78440;78113;Brueil-en-Vexin;BRUEIL-EN-VEXIN;27570
78530;78117;Buc;BUC;27571
78200;78118;Buchelay;BUCHELAY;27572
78830;78120;Bullion;BULLION;27573
78955;78123;Carrières-sous-Poissy;CARRIERES SOUS POISSY;27574
78570;78123;Carrières-sous-Poissy;CARRIERES SOUS POISSY;27575
78420;78124;Carrières-sur-Seine;CARRIERES SUR SEINE;27576
78720;78125;La Celle-les-Bordes;CELLE-LES-BORDES (LA);27577
78170;78126;La Celle-Saint-Cloud;CELLE-SAINT-CLOUD (LA);27578
78720;78128;Cernay-la-Ville;CERNAY-LA-VILLE;27579
78240;78133;Chambourcy;CHAMBOURCY;27580
78570;78138;Chanteloup-les-Vignes;CHANTELOUP-LES-VIGNES;27581
78130;78140;Chapet;CHAPET;27582
78117;78143;Châteaufort;CHATEAUFORT;27583
78400;78146;Chatou;CHATOU;27584
78110;78146;Chatou;CHATOU;27585
78270;78147;Chaufour-lès-Bonnières;CHAUFOUR LES BONNIERES;27586
78450;78152;Chavenay;CHAVENAY;27587
78150;78158;Le Chesnay-Rocquencourt;LE CHESNAY-ROCQUENCOURT;27588
78460;78160;Chevreuse;CHEVREUSE;27589
78460;78162;Choisel;CHOISEL;27590
78910;78163;Civry-la-Forêt;CIVRY-LA-FORET;27591
78120;78164;Clairefontaine-en-Yvelines;CLAIREFONTAINE-EN-YVELINES;27592
78340;78165;Les Clayes-sous-Bois;CLAYES-SOUS-BOIS (LES);27593
78310;78168;Coignières;COIGNIERES;27594
78113;78171;Condé-sur-Vesgre;CONDE-SUR-VESGRE;27595
78700;78172;Conflans-Sainte-Honorine;CONFLANS SAINTE HONORINE;27596
78790;78185;Courgent;COURGENT;27597
78270;78188;Cravent;CRAVENT;27598
78121;78189;Crespières;CRESPIERES;27599
78290;78190;Croissy-sur-Seine;CROISSY SUR SEINE;27600
78111;78192;Dammartin-en-Serve;DAMMARTIN EN SERVE;27601
78720;78193;Dampierre-en-Yvelines;DAMPIERRE EN YVELINES;27602
78550;78194;Dannemarie;DANNEMARIE;27603
78810;78196;Davron;DAVRON;27604
78440;78202;Drocourt;DROCOURT;27605
78920;78206;Ecquevilly;ECQUEVILLY;27606
78990;78208;Élancourt;ELANCOURT;27607
78125;78209;Émancé;EMANCE;27608
78680;78217;Épône;EPONE;27609
78690;78220;Les Essarts-le-Roi;ESSARTS-LE-ROI (LES);27610
78620;78224;L'Étang-la-Ville;ETANG-LA-VILLE (L );27611
78740;78227;Évecquemont;EVECQUEMONT;27612
78410;78230;La Falaise;FALAISE (LA);27613
78200;78231;Favrieux;FAVRIEUX;27614
78810;78233;Feucherolles;FEUCHEROLLES;27615
78200;78234;Flacourt;FLACOURT;27616
78910;78236;Flexanville;FLEXANVILLE;27617
78790;78237;Flins-Neuve-Église;FLINS-NEUVE-EGLISE;27618
78410;78238;Flins-sur-Seine;FLINS-SUR-SEINE;27619
78520;78239;Follainville-Dennemont;FOLLAINVILLE-DENNEMONT;27620
78330;78242;Fontenay-le-Fleury;FONTENAY LE FLEURY;27621
78200;78245;Fontenay-Mauvoisin;FONTENAY-MAUVOISIN;27622
78440;78246;Fontenay-Saint-Père;FONTENAY SAINT PERE;27623
78840;78255;Freneuse;FRENEUSE;27624
78250;78261;Gaillon-sur-Montcient;GAILLON SUR MONTCIENT;27625
78490;78262;Galluis;GALLUIS;27626
78950;78263;Gambais;GAMBAIS;27627
78490;78264;Gambaiseuil;GAMBAISEUIL;27628
78890;78265;Garancières;GARANCIERES;27629
78440;78267;Gargenville;GARGENVILLE;27630
78125;78269;Gazeran;GAZERAN;27631
78270;78276;Gommecourt;GOMMECOURT;27632
78770;78278;Goupillières;GOUPILLIERES;27633
78930;78281;Goussonville;GOUSSONVILLE;27634
78113;78283;Grandchamp;GRANDCHAMP;27635
78550;78285;Gressey;GRESSEY;27636
78490;78289;Grosrouvre;GROSROUVRE;27637
78520;78290;Guernes;GUERNES;27638
78930;78291;Guerville;GUERVILLE;27639
78440;78296;Guitrancourt;GUITRANCOURT;27640
78280;78297;Guyancourt;GUYANCOURT;27641
78250;78299;Hardricourt;HARDRICOURT;27642
78790;78300;Hargeville;HARGEVILLE;27643
78113;78302;La Hauteville;HAUTEVILLE (LA);27644
78580;78305;Herbeville;HERBEVILLE;27645
78125;78307;Hermeray;HERMERAY;27646
78550;78310;Houdan;HOUDAN;27647
78800;78311;Houilles;HOUILLES;27648
78440;78314;Issou;ISSOU;27649
78440;78317;Jambville;JAMBVILLE;27650
78270;78320;Notre-Dame-de-la-Mer;NOTRE-DAME-DE-LA-MER;27651
78760;78321;Jouars-Pontchartrain;JOUARS-PONTCHARTRAIN;27652
78350;78322;Jouy-en-Josas;JOUY EN JOSAS;27653
78200;78324;Jouy-Mauvoisin;JOUY-MAUVOISIN;27654
78580;78325;Jumeauville;JUMEAUVILLE;27655
78820;78327;Juziers;JUZIERS;27656
78440;78329;Lainville-en-Vexin;LAINVILLE-EN-VEXIN;27657
78320;78334;Lévis-Saint-Nom;LEVIS-SAINT-NOM;27658
78690;78334;Lévis-Saint-Nom;LEVIS-SAINT-NOM;27659
78520;78335;Limay;LIMAY;27660
78270;78337;Limetz-Villez;LIMETZ-VILLEZ;27661
78350;78343;Les Loges-en-Josas;LOGES-EN-JOSAS (LES);27662
78270;78344;Lommoye;LOMMOYE;27663
78980;78346;Longnes;LONGNES;27664
78730;78349;Longvilliers;LONGVILLIERS;27665
78430;78350;Louveciennes;LOUVECIENNES;27666
78200;78354;Magnanville;MAGNANVILLE;27667
78114;78356;Magny-les-Hameaux;MAGNY-LES-HAMEAUX;27668
78600;78358;Maisons-Laffitte;MAISONS-LAFFITTE;27669
78200;78361;Mantes-la-Jolie;MANTES-LA JOLIE;27670
78711;78362;Mantes-la-Ville;MANTES-LA-VILLE;27671
78770;78364;Marcq;MARCQ;27672
78490;78366;Mareil-le-Guyon;MAREIL-LE-GUYON;27673
